Date,AAPL,AMZN,GOOGL,JNJ,JPM,MSFT,TSLA
2022-01-04,-0.012691724541796123,-0.016915587005979504,-0.004082967893965672,-0.0026815732325263797,0.03790983411391924,-0.017147350073890344,-0.041832696836128
2022-01-05,-0.026599752480858663,-0.018893091563845,-0.04587625147923036,0.006663791587833812,-0.01828205941776362,-0.03838782123405304,-0.05347121367683638
2022-01-06,-0.01669311098099635,-0.006710981961323137,-0.00019966035406437932,-0.0034260543764459417,0.010624005443744755,-0.007901702430091695,-0.02152337383085412
2022-01-07,0.0009881929544293122,-0.004287778294336242,-0.005303224912938331,0.013517599498131805,0.00990827113581072,0.0005097117666070794,-0.035446567451716815
2022-01-10,0.00011603657146386226,-0.006570176170610398,0.012060717242810437,-0.0049439126421095825,0.0009572237884816204,0.0007324191716657769,0.03034195341380186
2022-01-11,0.016783921010017355,0.024002125643924677,0.007690814181186889,-0.010630437026642126,0.0010158806967925926,0.0022593220042330664,0.005935024657598653
2022-01-12,0.002570370271318456,-0.0009373300985386912,0.012126390147390476,-0.008525632387896165,0.0056720076353908855,0.010445166314245746,0.039289748931841784
2022-01-13,-0.019028331405140708,-0.024169655027437842,-0.02010516914849758,-0.006065964917983169,-0.0012468406117204234,-0.0423228453993012,-0.06749107331435766
2022-01-14,0.005110636645083044,0.005731487003565627,0.006447056373416249,-0.005451798637760574,-0.06146336373421912,0.017716516037750596,0.017497758575059086
2022-01-18,-0.018893885081047168,-0.019862738846190164,-0.024967510700897533,-0.004409021745474417,-0.041927985803659196,-0.024339103254467087,-0.01819724123253097
2022-01-19,-0.02102469501548787,-0.016477101806013472,-0.006481777389630072,-0.0031117903724612317,-0.015469010030135344,0.0022466300288439545,-0.0338278969185718
2022-01-20,-0.010347283696016674,-0.02963230963415675,-0.013388469312744289,-0.00798411315021752,-0.008527540733500483,-0.005703042831755711,0.0006227038828787723
2022-01-21,-0.012765192393900504,-0.05950180896147472,-0.02217425048976751,-0.0022996989361687703,-0.017472707821605593,-0.018468283343715197,-0.05256606712507206
2022-01-24,-0.004864171740099232,0.01332698348311534,0.0034712710451192397,-0.011524266464037258,-0.0008957372404047037,0.0011483818483908337,-0.014726129872195681
2022-01-25,-0.011384770076702577,-0.031533745543573244,-0.02957845708707263,0.028594465349755627,0.01090012294571685,-0.02658845351609851,-0.012473124842489969
2022-01-26,-0.0005633391721854286,-0.007954330670553511,0.018103728192096158,0.004474011462712424,0.009486061579186966,0.028493434445596044,0.02069905258271132
2022-01-27,-0.002943095303137744,0.005508645722495764,-0.0017641691869083598,0.013125136034128237,-0.01764449788253608,0.01054869852861584,-0.11554175561970448
2022-01-28,0.0697778213016722,0.031084056738273746,0.033688527923527944,0.007034451829371902,0.0089463526700988,0.02808191289785711,0.020805692766870276
2022-01-31,0.02612553315427668,0.03886361030218932,0.014641679818054643,0.002910380168535065,0.013573589683913978,0.008823795739650198,0.10677611383930952
2022-02-01,-0.0009726538877401492,0.010830762802234384,0.017298303201455534,-0.00818377543371862,0.017159915167088036,-0.007138571023266982,-0.0058395266373975074
2022-02-02,0.007044483154881487,-0.0038427158906232384,0.07523752072413803,0.011060408656201837,-0.008005383661869092,0.015222001687693165,-0.02747919159891432
2022-02-03,-0.016720093696646066,-0.0781276325178123,-0.033175568773636144,-5.809704622439238e-05,-0.008269986822473707,-0.03895216690362724,-0.016032495024879134
2022-02-04,-0.001679308496454257,0.13535901735711864,0.0014186064089742878,-0.006540789740463793,0.025958613185744106,0.015568213179762758,0.03611110968421327
2022-02-07,-0.00423449461085279,0.0018777353189827206,-0.02855676227424664,-0.003320866685109225,0.003342832305036847,-0.016310240299385104,-0.01730718642133755
2022-02-08,0.018466645738630882,0.022021627828944013,0.0014222089398232551,0.0026306208827864275,0.018814931354214748,0.011995018129500323,0.0161571905234128
2022-02-09,0.008293997112262863,-0.0013877341505965646,0.01573178423676147,-0.00011664548109879824,0.004167930527001706,0.021834976712921783,0.010845920427172029
2022-02-10,-0.023598946830876155,-0.013561706274733853,-0.020989737710585987,-0.012070997514658566,-0.004150630985411241,-0.028372995033458692,-0.029452771017468238
2022-02-11,-0.020218439824989498,-0.03591110674363196,-0.03129044058400032,-0.010092762489852136,-0.01301697068574803,-0.02427416441940733,-0.04925102969626416
2022-02-14,0.0014231968233973102,0.012221683270054351,0.009260212957973746,-0.012581433639277328,-0.009290644983227403,-0.00013532388373327375,0.01832566437213501
2022-02-15,0.02315239275912795,0.008658352201907249,0.007987489195740771,0.010326096182424083,0.014624106127391512,0.01854198839014698,0.053290764282768466
2022-02-16,-0.0013887445475041504,0.010159039538768955,0.008268024778284255,-0.0005978682492170373,0.0018095810610960772,-0.0011671833983469826,0.0010407532409399955
2022-02-17,-0.02126928214422452,-0.021808901106176726,-0.03774572053020708,-0.006100150856071629,-0.023032348574834938,-0.02928193747545116,-0.05094269900666093
2022-02-18,-0.00935564051648885,-0.013261957754408193,-0.016115965957942735,-0.010718861840741889,0.0046886271278319125,-0.009631025535271287,-0.022103035296720752
2022-02-22,-0.017812579197662437,-0.015753494788264932,-0.004520509351305213,-0.013589670805385423,-0.0017746404516729708,-0.0007293677509013774,-0.04136624223452856
2022-02-23,-0.025863769965917438,-0.03575624663287669,-0.017143790028585904,0.0004967377062203848,-0.020938964485980427,-0.02589319840981108,-0.06997917599526948
2022-02-24,0.01667981001131391,0.04509522427819257,0.039995885719219304,-0.01910433051616367,-0.027843209436893224,0.051093455184664016,0.04807345500262783
2022-02-25,0.012965579653229531,0.01605793012842116,0.013327916367237735,0.04970292437710566,0.023659796173957748,0.009233259910879976,0.011364031324829549
2022-02-28,0.0016377528895652471,-0.0014662630028149382,0.004443972015528264,-0.008614464615999906,-0.04169777587415291,0.004978025701106947,0.07477746853358713
2022-03-01,-0.011627630351448648,-0.015765550251120253,-0.007371382699839835,-0.0034638358975853656,-0.0377291621283673,-0.012851515953296588,-0.006962143345558558
2022-03-02,0.02058805016458587,0.0060241839623909055,0.0038045255170715553,0.012439173480316645,0.020740336940175963,0.01776533424431581,0.01795529711451649
2022-03-03,-0.0019812513909470697,-0.027319556126581324,-0.004993606368365766,0.014695288491547887,-0.007108002558770976,-0.014224053859553498,-0.04614210448825773
2022-03-04,-0.018408296477230524,-0.0152637929917393,-0.01488445884816647,0.005935199497379973,-0.02812928519298674,-0.020478744952219352,-0.0011915196265851469
2022-03-07,-0.02371745819755844,-0.05622045424233624,-0.04190832449046289,0.016108333680484144,-0.03861614816951331,-0.0377767852070392,-0.04021280504200253
2022-03-08,-0.01167619737435277,-0.010465446730283379,0.005744572065080389,-0.020265991385709836,-0.007042782411803117,-0.010971186017579848,0.02463394210323222
2022-03-09,0.03499757774651524,0.024001199930983708,0.049687540794722596,0.0037934372895016555,0.04006237215851938,0.04585825901421536,0.04193357517885765
2022-03-10,-0.02718628970865289,0.05412515560997311,-0.007424004619852154,0.0017713178651461714,-0.011840516162552772,-0.01008676399399766,-0.024063755330148706
2022-03-11,-0.02390872446157999,-0.008806846762653975,-0.01932338470986117,-0.0018273745187511459,-0.022523884551272855,-0.019328485388341532,-0.0512345859010529
2022-03-14,-0.026562304967829187,-0.025229488143872714,-0.03018020888887729,0.013817523608262716,0.009930880669352327,-0.012960905634636144,-0.036436802368687404
2022-03-15,0.029677054261784797,0.038867730338306705,0.025779859972232977,0.02591864938244348,0.01774589865101661,0.038742246683532544,0.046348355546253384
2022-03-16,0.029015592994108053,0.038933563723705156,0.031598722175906646,-0.009197094452099486,0.04468602902691332,0.025213472204339116,0.047812040425278646
2022-03-17,0.006453978530626792,0.027007748989816838,0.00419054676921693,0.013064520769388022,0.01264451883834572,0.0028192670741453707,0.037335010469022656
2022-03-18,0.02091914462803257,0.025512151358369817,0.01708410479697786,-0.011086149553396152,-0.0003566377958146294,0.017648007350157258,0.03876779427650434
2022-03-21,0.008537542343356241,0.0014945523217748669,-0.0001765371902376911,0.005662454105825665,-0.003212099391326162,-0.004227097272799796,0.017417963888751054
2022-03-22,0.020800573676321266,0.02103830044237709,0.0276742080875092,-0.004720487402628648,0.021267513733461252,0.01637888344948424,0.07905243778179138
2022-03-23,0.008233588639123157,-0.008981816492546923,-0.011385893029011385,-0.003771289085029772,-0.019913199866255837,-0.015030006061180767,0.005161136057840299
2022-03-24,0.022677875300121775,0.0014779010051912955,0.023840258805942094,0.0051622599373184475,0.00651003401317074,0.015393024358401952,0.014823128420135223
2022-03-25,0.0037342342777990645,0.006868294014676479,0.0007134312423984213,0.009586683726175327,0.008742991416054391,-0.001381066023628419,-0.003234937980317265
